索引=32(2位鱼线组号)（1位0~8客户端表/9服务端表）（1位序号）000 ,鱼id,帧,轨迹
320101513,100000013,11493,3334
320102191,100000011,4062,882
320101514,100000013,11593,3335
320103491,100000010,9843,9993
320106246,100,7337,2037
320101515,100000008,11656,881
320102179,100000006,3875,774
320104140,100000013,4310,3332
320101518,100000011,11701,7777
320101519,100000013,11702,5553
320101521,100000008,11750,881
320102199,100000007,4163,11120
320101522,100,11765,2004
320101523,100000010,11765,550
320102187,100000007,3953,9991
320103191,100,4016,2035
320101526,100000010,11812,550
320101527,100000008,11838,881
320104159,100000014,5101,15
320101529,100000011,11894,7776
320102207,100000007,4250,11120
320105212,100000008,6163,11110
320103506,100000011,10116,9991
320101530,100000012,11914,8881
320102439,100000009,9302,11111
320101531,100000004,11921,6660
320102506,100000007,11102,5553
320102195,100000013,4093,11125
320105399,100,11831,2055
320101534,100,11960,2056
320104025,100,603,2035
320101535,100000008,11967,11112
320103011,100000012,133,5554
320101537,100000010,11968,550
320101538,100000004,11986,6660
320103137,100000014,2701,12
320101539,100000008,12015,881
320106021,100000013,601,3336
320101543,100000008,12063,8883
320101545,100000005,12084,5552
320103283,100000011,5578,9993
320101546,100000005,12140,5552
320104053,100000008,1501,6660
320101547,100000004,12156,6660
320103524,100000013,10424,221
320101548,100000011,12181,10
320101551,100000051,12250,7775
320104290,100000008,9302,7779
320106017,100000007,407,7776
320103284,100000008,5648,7771
320101553,100000050,12328,8882
320105003,100000009,0,11110
320101554,100000013,12328,9990
320105012,100000007,347,7775
320103402,100000007,7801,1
320101555,100000013,12375,9990
320103409,100,7872,2046
320101556,100000014,12402,7777
320101559,100000013,12468,9990
320103553,100,11101,2008
320101561,100000013,12531,9990
320101562,100000012,12571,11
320106176,100000012,5105,7771
320101563,100000013,12573,9990
320104318,100000010,10109,772
320106045,100000101,1262,1
320102456,100000013,9799,3333
320101564,100000010,12609,8883
320104197,100000011,6248,7771
320103543,100000013,10801,22
320106282,100,8350,2025
320101567,100000010,12671,8883
320101569,100000010,12736,8883
320103387,100,7502,2041
320102247,100000008,5000,11111
320103036,100000050,557,5554
320101570,100000050,12736,11127
320101571,100000050,12736,771
320105218,100000007,6302,5550
320102235,100000008,4805,7773
320102466,100000010,10148,8882
320101574,100000103,12811,772
320102413,100000012,8701,6663
320101577,100,12924,2009
320103458,100000005,9156,7773
320102255,100000009,5101,7777
320101578,100000006,12924,336
320105036,100000010,1000,7778
320103555,100000004,11101,11111
320106310,100000014,9347,14
320101579,100000014,12960,11112
320102243,100000013,4953,662
320102458,100000007,9843,774
320101582,100000014,13105,11112
320105223,100000007,6585,11127
320101585,100,13156,2011
320106256,100000011,7649,7772
320102263,100000008,5187,11111
320101586,100000010,13171,9993
320101587,100000050,13178,771
320102251,100000001,5078,11113
320103255,100000012,5101,6661
320101590,100,13212,2031
320101593,100000050,13242,660
320105043,100000014,1201,7773
320102271,100,5401,2044
320103570,100000010,11406,881
320101594,100000009,13250,11110
320102503,100,11101,2019
320101595,100000007,13296,773
320105242,100000009,6905,7778
320102570,100000052,12805,12
320102259,100000001,5125,11113
320101598,100000007,13368,773
320101600,100000006,13377,332
320104361,100000053,11401,2
320103075,100000053,1286,7776
320101601,100000008,13389,335
320104000,100000008,0,11111
320102151,100000005,3404,220
320102438,100000007,9302,5551
320105315,100000301,9303,3
320101602,100000011,13395,11124
320103354,100000008,6953,5553
320101636,100000010,13828,220
320101603,100000009,13406,11110
320106085,100000013,2500,3330
320103486,100,9718,2056
320102267,100000008,5265,7772
320103367,100000013,7201,13
320103000,100,0,2012
320101606,100000011,13431,5552
320105247,100000011,7201,9993
320101607,100000301,13450,4
320101608,100000013,13453,660
320104225,100000011,7199,7771
320106082,100000009,2401,7778
320101634,100000004,13796,333
320105155,100,4474,2047
320101609,100000008,13453,772
320102159,100000014,3558,11
320103347,100000008,6901,5554
320101610,100000010,13461,11111
320102615,100000006,14359,6660
320101644,100000050,14085,3334
320105354,100,10501,2001
320104117,100000011,3673,7773
320101611,100000005,13469,6663
320102147,100000007,3312,11110
320101614,100000013,13534,9990
320101632,100000004,13750,333
320101615,100000008,13537,772
320104354,100000008,11101,7770
320106081,100000012,2401,6661
320104114,100,3601,2038
320106353,100000010,10644,11113
320101616,100000012,13546,552
320101642,100000012,14021,11112
320103348,100000009,6901,8883
320101617,100000007,13562,773
320105067,100000006,1801,9993
320102550,100000011,12125,3120
320102167,100000007,3718,9991
320103211,100000013,4273,3334
320101618,100000009,13570,6660
320105076,100000050,2101,7775
320101619,100000010,13583,552
320103112,100000005,2102,5551
320102155,100000011,3453,7778
320105359,100000006,10502,8881
320101622,100000011,13617,9991
320103069,100000013,1201,3335
320101640,100,13991,2002
320103222,100000011,4503,9993
320101623,100000004,13625,333
320101625,100000007,13640,773
320106296,100000007,8948,9993
320102175,100000006,3812,774
320101626,100000004,13656,333
320101627,100000008,13687,772
320106109,100000007,3375,7771
320104028,100000013,825,3332
320102163,100000011,3656,7778
320101630,100000050,13727,335
320101631,100000010,13727,771
320102126,100,2984,2023
320105257,100000008,7503,7779
320101635,100000013,13828,7777
320102114,100000008,2734,7774
320103488,100000008,9750,7779
320103309,100,6142,2056
320101639,100000014,13937,332
320105166,100000013,4801,3330
320104110,100000008,3302,8881
320106349,100000012,10502,7773
320102134,100000010,3191,774
320102600,100000012,14015,6660
320101643,100000053,14046,5551
320102367,100000010,7484,8882
320103474,100000011,9516,7771
320102000,100,0,2018
320102001,100000011,0,7771
320102361,100000008,7328,7776
320103421,100000003,8170,5550
320102002,100,0,2011
320102003,100000007,1,7773
320105207,100000012,6002,7777
320102355,100,7201,2003
320102004,100000051,111,5554
320103595,100000010,12008,333
320102005,100,125,2029
320102472,100000011,10250,9990
320104341,100000011,10630,9991
320102365,100000010,7450,11111
320102006,100000013,151,3332
320105194,100000007,5656,5551
320104127,100000013,3902,5550
320102007,100000014,151,7776
320102375,100000010,7579,8882
320103164,100000014,3454,15
320102008,100000005,154,5551
320104001,100000006,1,7772
320106370,100,11297,2035
320102009,100,218,2005
320102369,100000009,7501,5554
320102010,100000301,265,21
320103111,100,2101,2005
320102011,100000011,315,7770
320103271,100,5402,2050
320102363,100000008,7390,7776
320102594,100000013,13734,7775
320102012,100000010,346,7772
320102013,100000012,353,8882
320102373,100000010,7531,8882
320102014,100000053,461,5552
320102015,100000008,487,11110
320102016,100000005,509,5551
320104263,100000013,8419,3333
320102170,100000012,3768,7777
320104121,100000006,3785,11111
320102017,100000009,521,5554
320102460,100000011,9901,7772
320106361,100000008,11017,11120
320102018,100000050,601,1
320102180,100000007,3890,9991
320104139,100000012,4240,8880
320102019,100000012,601,6660
320102020,100000013,601,7770
320102174,100000013,3795,11110
320105362,100,10801,2038
320102021,100,602,2048
320102022,100,603,2047
320102168,100000011,3743,882
320105187,100000009,5402,7779
320102023,100000011,603,7771
320104144,100000008,4502,5553
320102024,100,604,2039
320103535,100,10502,2046
320102178,100000011,3875,882
320105205,100000012,6001,6661
320102025,100000011,688,9990
320102026,100000013,751,6662
320104265,100000008,8695,11120
320102188,100000011,3968,882
320105376,100000008,11348,550
320104003,100000006,46,7772
320102027,100000010,765,5550
320103502,100000007,10054,14
320102028,100000012,820,660
320103394,100000005,7625,8883
320105121,100000014,3346,13
320102182,100000050,3901,7774
320102407,100000051,8561,3335
320102029,100000010,843,5550
320105274,100,8092,2054
320102030,100000014,901,14
320102176,100000011,3828,882
320103252,100000013,5049,3332
320102031,100000011,901,11112
320104008,100,243,2000
320106255,100,7628,2035
320102032,100000009,902,7773
320103109,100000008,2101,7776
320102186,100000006,3937,774
320103262,100000012,5133,7776
320102033,100000005,931,5551
320104154,100000050,4801,7771
320102034,100000013,937,6661
320102513,100000011,11222,335
320102196,100000011,4109,882
320102035,100000010,937,5550
320103375,100000010,7294,7774
320102036,100000010,1015,5550
320102190,100000011,4015,882
320104157,100000011,4993,9993
320102037,100000011,1062,7775
320102038,100000011,1134,7775
320103083,100000007,1502,5553
320102184,100000004,3902,7773
320102039,100000050,1196,7771
320102040,100000011,1201,7775
320103101,100000007,1812,8882
320102194,100000052,4077,5551
320102041,100,1202,2010
320104018,100000011,578,7770
320106257,100000013,7731,7773
320102042,100000010,1204,7776
320102204,100000007,4203,11120
320102043,100000053,1242,7777
320102044,100000006,1250,223
320104275,100000011,8822,6660
320102198,100000011,4156,882
320105386,100000008,11500,7779
320104021,100000051,601,3
320102045,100000006,1291,223
320103377,100000010,7359,7774
320102046,100000011,1296,7775
320103364,100000010,7171,7774
320102192,100000006,4062,774
320105211,100,6143,2045
320103513,100000050,10201,7773
320105244,100000011,7148,9992
320102047,100000006,1328,223
320102048,100000008,1343,9992
320105004,100000010,31,7773
320103374,100000013,7265,3331
320102202,100000012,4201,6660
320105101,100000012,2868,7777
320102499,100000013,10881,3336
320105254,100000006,7501,7777
320102049,100000010,1343,771
320102050,100000006,1359,223
320102625,100000011,14705,5552
320102051,100000013,1369,11123
320102052,100000007,1375,883
320103547,100000011,10806,7778
320102206,100000010,4234,8883
320102053,100000008,1400,9992
320102424,100000008,9046,3332
320102054,100000010,1406,771
320104293,100,9306,2054
320103356,100000011,7015,9992
320102200,100000012,4189,7775
320102055,100000006,1406,223
320102056,100000008,1453,9992
320102057,100000006,1453,223
320102058,100000010,1480,771
320105014,100000012,400,7773
320103541,100000005,10711,11113
320103208,100000011,4234,9992
320102059,100000013,1501,2
320104036,100000007,998,5553
320106267,100000013,8038,3335
320102060,100000012,1501,6663
320102061,100000006,1501,5551
320102062,100000050,1501,8883
320102063,100000008,1502,5554
320103538,100,10503,2050
320102064,100000007,1507,883
320102065,100000008,1515,9992
320102066,100000014,1547,14
320102067,100000010,1562,771
320102068,100,1621,2039
320102069,100000007,1625,883
320104046,100000007,1202,7776
320106285,100000050,8402,7773
320102070,100000010,1640,771
320102071,100000012,1667,7776
320105011,100000011,318,7772
320102072,100000011,1681,7774
320104065,100000013,1983,3334
320102073,100000010,1710,7770
320102404,100000006,8402,7775
320102074,100000010,1718,8882
320102075,100000007,1734,883
320102076,100000005,1771,5553
320103218,100000011,4485,7774
320102077,100000010,1792,8882
320102078,100,1801,2048
320104055,100000012,1501,7770
320102079,100000011,1801,7772
320102234,100,4801,2005
320102081,100000011,1802,7771
320102524,100000012,11401,7772
320102082,100000010,1875,8882
320102244,100000012,4982,8880
320102083,100000013,1899,3334
320102084,100000010,1937,8882
320103057,100000011,734,337
320102238,100000007,4843,7776
320103210,100,4250,2048
320102085,100000053,1955,6661
320102086,100000013,1969,3330
320105217,100000004,6301,5554
320102232,100000007,4781,7776
320103035,100000011,546,337
320105284,100,8402,2007
320102087,100000008,1984,11111
320103179,100000011,3843,11113
320102088,100000008,2046,11111
320105044,100,1201,2005
320102242,100000001,4953,11113
320102089,100,2062,2010
320102090,100000006,2083,7779
320104329,100000013,10422,3334
320102252,100000008,5093,11111
320104067,100000012,2089,552
320102091,100000010,2101,5550
320103566,100000012,11401,6661
320102092,100000009,2101,11112
320102246,100000051,5000,3
320102471,100,10232,2030
320102093,100000013,2102,5553
320105338,100000012,10057,8881
320102094,100000008,2102,11111
320103465,100,9302,2006
320102240,100000001,4921,11113
320103316,100000005,6301,5551
320102095,100000011,2102,11120
320105035,100000010,968,7778
320104072,100,2101,2005
320106319,100000009,9601,8880
320102096,100000051,2156,6662
320102451,100000012,9602,7771
320102250,100000008,5046,11111
320103326,100000010,6484,5552
320102097,100000008,2171,11111
320105053,100000008,1501,7779
320103197,100000011,4150,9992
320102098,100000008,2234,11111
320105054,100000012,1501,6663
320102577,100000012,13210,6663
320102260,100,5142,2035
320102099,100000008,2296,11111
320103430,100000010,8484,11111
320106307,100000010,9302,5552
320102100,100000008,2359,11111
320102254,100000005,5101,5551
320102101,100000050,2401,2
320102102,100000012,2401,6661
320103147,100000050,3001,15
320102248,100000010,5013,774
320103180,100,3851,2034
320102103,100000012,2401,7775
320102104,100000013,2408,3334
320103165,100000011,3579,9990
320102258,100000014,5109,220
320103190,100000007,3997,7770
320102105,100,2505,2051
320104082,100000013,2492,3333
320106321,100000010,9602,8881
320102106,100000011,2521,7770
320102268,100000011,5312,7771
320103015,100000013,284,3333
320102107,100000013,2577,3333
320102108,100,2638,2056
320104339,100,10503,2026
320102262,100000011,5171,7771
320104085,100000013,2586,3331
320102109,100000007,2656,9991
320102110,100000008,2701,5554
320102256,100000006,5102,5550
320103577,100000011,11586,5550
320105308,100,9125,2011
320102111,100000011,2701,9990
320102112,100000009,2702,5551
320105068,100,1802,2048
320102266,100000011,5251,7771
320105165,100000009,4801,7778
320102563,100000005,12417,11111
320105318,100,9311,2040
320102113,100000007,2704,9991
320102148,100000051,3343,11
320102115,100000007,2753,9991
320105240,100,6902,2020
320102116,100000008,2796,7774
320105255,100,7501,2005
320102270,100000011,5375,7771
320102117,100000007,2812,9991
320102488,100000012,10502,7775
320102118,100000014,2838,11
320104357,100000005,11104,7776
320103420,100000011,8169,7777
320102264,100000014,5221,14
320103441,100000050,8701,2
320102119,100000008,2855,7774
320102120,100000012,2859,7776
320103302,100000053,6001,4
320102146,100000012,3312,8881
320102427,100000008,9109,3332
320102121,100000007,2875,9991
320102122,100000011,2895,7773
320105078,100000010,2109,5553
320103127,100000011,2437,7770
320102156,100000011,3500,7778
320103272,100000011,5403,9992
320105007,100000005,112,5550
320102123,100000008,2906,7774
320104100,100000013,3110,3332
320106331,100000050,9946,7775
320102124,100000005,2930,11111
320102150,100000007,3375,11110
320103017,100000007,312,5553
320102125,100000008,2953,7774
320102144,100000050,3301,5551
320102127,100000007,3001,11120
320102128,100000013,3001,333
320102154,100000007,3437,11110
320102129,100000008,3002,7774
320102130,100000050,3015,771
320102164,100000007,3656,9991
320105352,100000008,10496,7778
